qstr_cloak_green|capa verde
qstr__You_failed_to_impre| Você falhou em impressionar alguém desta vez.
qstr_Here_are_the_results|Aqui está os resultados do seu trabalho duro:^^ Você está exaust{o/a}.^Ganhou {reg17} de experiência e recebeu um {s1} como recompensa pelos seus esforços.^{s2}^Vida de camponês é díficil, mas você se sente bem.
qstr_No_one_here_seems_to|Ninguém parece estar interessado em unir-se a suas tropas.
qstr_One_{s3}_volunteers_|Apenas 1 {s3} se oferece para segui-l{o/a}.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} se oferecem para segui-l{o/a}.
qstr_Others_Lords_have_go|Others Lords have gone through here, there are only old people and children.
qstr_One_{s3}_will_join_y|Um {s3} se juntou relutante a você.
qstr_{reg5}_{s3}_will_joi|{reg5} {s3} se juntaram relutantes a você.
qstr_Try_as_you_might_you|Por mais que tenha tentado, você não pôde vencer os bandidos. Tomados de ira, eles arrasam a aldeia para castigar os camponeses e, em seguida, deixam para trás as terras que acabaram de incendiar para buscar outros lugares a saquear.
qstr_Try_as_you_might_you_|Por mais que você tentou, não foi possível derrotar a vila rebelde.
qstr_village|A aldeia
qstr_town|A cidade
qstr_castle|O castelo
qstr_The_{s17}_has_no_imp|{s17} não tem melhorias.
qstr_The_{s17}_has_the_fo|{s17} tem as seguintes melhorias: {s18}.
qstr_The_assasins_beat_yo|Os assassinos lhe golpeiam até deixá-lo inconsciente no solo e se vão acreditando ter lhe matado.
qstr_You_have_fallen._The|Você caiu. Os bandidos rapidamente vasculham seu corpo para roubar-lhe os pertences e desaparecem na escuridão da noite. Eles {o/a} deixaram com vida, ainda que pouco tenha faltado para você morrer.
qstr_Luckily_some_of_your|Felizmente, alguns de seus companheiros chegam a sua procura e lhe encontram no solo. Levam-lhe rapidamente a um lugar seguro e cuidam de seus ferimentos.
qstr_Luckily_some_passing|Felizmente, alguns camponeses lhe encontram na sarjeta e percebem que você não é qualquer um. Eles o levam a uma pousada próxima e cuidam de suas feridas.
qstr_You_fail_to_steal_an|Você é incapaz de roubar o gado.
qstr_You_drive_away_{reg1|Você rouba {reg17} {reg12?cabeças:cabeça} de gado do rebanho da aldeia.
qstr_You_are_at_{s2}.|Você está em {s2}.
qstr__This_castle_has_no_| Este castelo carece de guarnição.
qstr__The_banner_of_your_| O estandarte de sua {s11} {s7} ondeia sobre os portões da cidade.
qstr__This_town_has_no_ga| Esta cidade carece de guarnição.
qstr__You_have_successful| Você foi capaz de passar sem que lhe detectassem.
qstr_{s13}_A_tournament_w|{s13} Em breve será celebrado um torneio aqui.
qstr___{reg1}_denars_per_| ({reg1} denares por noite)
qstr_Get_on_your_knees_an|Ficar de joelhos e começar a mendigar.
qstr_You_stop_begging|Você parou de mendigar
qstr_People_know_you_re_n|As pessoas sabem que você não é um mendigo.
qstr_Moreover_you_earn_{r|Além disso, você ganha {reg8} denares pelas inteligentes apostas que fez sobre sua pessoa...
qstr_Victory_is_yours!_Yo|A vitória é sua! Você ganhou este combate, mas agora deve se preparar para a próxima rodada. 
qstr_You_have_been_bested|Você foi derrotado neste combate, mas o mestre de cerimônias reconhece sua habilidade e valentia, permitindo-lhe participar da próxima rodada. 
qstr_You_were_beaten._The|Você foi batido. Os camponeses estão felizes de seu sucesso, mas a lição que você tentava incutir-lhes provavelmente não chegou a eles...
qstr_After_beating_your_l|Após bater seu último oponente, você explica aos aldeões como se defender de um ataque do tipo. Espera que tenham aprendido e da próxima vez possam se defender sozinhos.
qstr_The_bandits_are_brok|Os bandidos foram derrotados! Os poucos que restam vivos e conscientes fogem com o rabo entre as pernas, aterrorizados dos camponeses e de seu novo líder.
qstr_You_should_leave_15_|Você deve deixar ao menos 15 homens protegendo seu barco, de outro modo ele pode ser roubado.
qstr_There_is_no_port_in_|Não há porto na área ao redor.
qstr_You_need_at_least_a_|Você precisa de uma tripulação mínima de 30 homens para enviar um barco à uma cidade.
qstr_Your_crew_exceeds_th|Sua tripulação excede os limites.
qstr_However_{reg3?You_ar|No entanto, {reg3?você não é:{s1} não é} capaz de encontrar bens de comércio que possam garantir lucros.
qstr_^Buying_{s4}_here_an|^Comprar {s4} aqui e ir vender em {s5} lhe trará um lucro de {reg6} denares por unidade.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?Você se dá:{s1} se dá} conta que:^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1} {s1} ganhou {reg0} pontos de experiência.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1} ganhou {reg0} pontos adicionais de experiência.
qstr_^You_earned_{reg0}_e|^Você ganhou {reg0} pontos de experiência.{s2}
qstr_The_training_didn_t_|O treinamento não ocorreu absolutamente bem.
qstr_The_training_didn_t_g|O treinamento não ocorreu muito bem.
qstr_The_training_went_qu|O treinamento ocorreu bastante bem.
qstr_The_training_went_ve|O treinamento ocorreu muito bem.
qstr_The_training_went_pe|O treinamento ocorreu perfeitamente.
qstr_{s13}_asked_you_to_r|{s13} lhe pediu que se apresente a ele com pelo menos {reg13} tropas.
qstr_{s13}_ordered_you_to|{s13} lhe ordenou que una-se ao assalto aos muros de {s14}.
qstr_Find_and_speak_with_|Encontre e fale com {s3} de {s4}, para oferecer-lhe seu juramento de homenagem.
qstr_There_has_been_an_al|Houve um incidente na fronteira: {s9}
qstr_^^Note_that_so_long_|^^Note que enquanto for marechal, os lordes do reino esperam que seja você quem os lidere nas campanhas. Então se está esperando por um banquete, seja por um casamento ou outro motivo, você pode querer renunciar ao cargo de marechal. Para isso você deve falar com seu senhor.
qstr_{s1}_sympathises_wit|{s1} simpatiza com sua humilhante derrota, e falam pra você escolher com mais cuidado as suas batalhas no futuro.
qstr_{s1}_has_beaten_you_|{s1} lhe venceu em combate singular.
qstr_{s1}_congratulates_y|{s1} lhe parabeniza por sua inesperada vitória.
qstr_You_have_beaten_{s1}|Você venceu {s1} em combate singular.
qstr_Try_as_you_might_you_c|Por mais que tenha tentado, você não conseguiu derrotar a aldeia rebelde.
qstr_positive|positivo
qstr_negative|negativo
qstr_{s11}^^_The_current_|{s11}^^ A atual guarnição consiste de {reg5} homens.^Os estoques de comida irão durar {reg6} dias.
qstr_^^Additional_the_fol|^^Adicionalmente, os seguintes grupos encontram-se dentro:^
qstr_{s12}_{s3}_with_{reg|{s12} {s3} com {reg1} tropas.^
qstr_{playername}_^^I_alw|{playername}, ^^Eu sempre soube que você era um ovo ruim, desde o dia que você jurou lealdade ao meu clã. ^Você realmente pensou que poderia colocar minha familia contra mim? Você deixou sua máscara cair, sua cobra! Você é uma doença, e eu não o apoiarei mais. ^Por este meio, eu o rejeito, você está banido de minha casa. Incentivei minha família a lutar contra você, e eu irei alertar todos os senhores de Calradia sobre sua infâmia. ^Trema de medo, você conquistou um inimigo mortal! ^^{s9}.
qstr_{playername}^^_I_ve_|{playername},^^ Recebi uma carta de {s9}, me contando sobre sua vergonhosa manipulação. Nas presentes circunstâncias, {s9} não pode fornecer provas. Mas diferente de você, {reg1?ela é uma:ele é um} ilustre membro da minha família; e em todos esses anos, eu nunca tive nenhum motivo para desconfiar {reg1?dela:dele}. Eu considero tais acusações como garantidas. ^Felizmente, você falhou em romper minha unidade familiar. Por isso eu rejeito sua promessa: você não mais pertence à minha casa. Cada membro retaliará suas ações em plena consciência... ^Eu teria vergonha em dizer como você maliciosamente me enganou, para que eu não seja responsável por sua morte para com meu {s11}. No entanto, eu não estou acostumado a dizer a {reg0?ela:ele} sobre os ratos que eu esmago nos campos, e algum dia eu encontrarei você lá! ^^{s10}
qstr_{playername}|{playername}
qstr_Troops:_{reg1}|Tropas: {reg1}
qstr_Prosperity_Report^|Relatório de Prosperidade^
qstr_Total|Total
qstr_{s0}^{s1}_Average_To|{s0}^{s1} Prosperidade Média da Cidade: {reg0}
qstr_{s0}^{s1}_towns_with|{s0}^{s1} cidades com prosperidade entre 80-100: {reg0}
qstr_{s0}^{s1}_towns_with_|{s0}^{s1} cidades com prosperidade entre 60-79: {reg0}
qstr_{s0}^{s1}_towns_with_p|{s0}^{s1} cidades com prosperidade entre 40-59: {reg0}
qstr_{s0}^{s1}_towns_with_pr|{s0}^{s1} cidades com prosperidade entre 20-39: {reg0}
qstr_{s0}^{s1}_towns_with_pro|{s0}^{s1} cidades com prosperidade entre 0-19: {reg0}
qstr_{s0}^{s1}_Average_Vi|{s0}^{s1} Prosperidade Média da Aldeia: {reg0}
qstr_{s0}^{s1}_villages_w|{s0}^{s1} aldeias com prosperidade entre 80-100: {reg0}
qstr_{s0}^{s1}_villages_wi|{s0}^{s1} aldeias com prosperidade entre 60-79: {reg0}
qstr_{s0}^{s1}_villages_wit|{s0}^{s1} aldeias com prosperidade entre 40-59: {reg0}
qstr_{s0}^{s1}_villages_with|{s0}^{s1} aldeias com prosperidade entre 20-39: {reg0}
qstr_{s0}^{s1}_villages_with_|{s0}^{s1} aldeias com prosperidade entre 0-19: {reg0}
qstr_You_now_own_a_ship_a|Agora você é {reg63?dono:dona} de um barco e pode zarpar desta cidade.
qstr_There_is_no_room_for|Não há espaço para mais barcos neste porto.
qstr_You_don_t_have_enough|Você não tem dinheiro, {camarada/moça}...
qstr_You_don_t_own_a_ship|Você não possui um barco ou sua tripulação não está dentro dos limites.
qstr_{s3}^You_have_{reg1}|{s3}^Você possui {reg1} barcos em {s2}.
qstr_Choose_{s1}|Escolher {s1}
qstr_Your_crew_is_either_|Sua tripulação é muito pequena ou muito grande.
qstr_{s1}Hideout|{s1}Esconderijo
qstr_{s2}12|{s2}12
qstr_{s3}_serves_greatly_|{s3} serve incrivelmente bem como um posto de caça ou como uma pequena base de operações.
qstr_{s1}Hidden_Base|{s1}Base Secreta
qstr_{s2}40|{s2}40
qstr_{s3}is_perfect_for_a|{s3} é perfeito para qualquer operação secreta ou criminosa.
qstr_Can_t_rest_here_your|Não pode descansar aqui, seu exército é muito grande. Para suportar mais homens, melhore o esconderijo.
qstr_Your_party_is_too_la|Seu exército é muito grande para se esconder aqui..
qstr_Your_party_is_to_lar|Seu exército é muito grande para fazer uma parada aqui.
qstr_{s1}_s_Hidden_Base|Esconderijo d{o/a} {s1}
qstr_Hideout_upgraded.|Esconderijo atualizado.
qstr_Hidden_Base_built!|Base Secreta construída!
qstr_To_upgrade_hideout_y|Para melhorar seu esconderijo você precisa de ferramentas e tábuas..
qstr_You_need_10000_denar|Você precisa de 10000 denares para cobrir todos os custos da melhoria.
qstr_Outpost_demolished.|Refúgio demolido.
qstr_You_don_t_have_enough_|Você não tem dinheiro para demolir este lugar!
qstr_Madam_hired!|Madame contratada!
qstr_You_don_t_have_enough_d|Você não tem denares o bastante!.
qstr_Madam_fired!|Madame demitida!
qstr_Slave_Trader_hired!|Comerciante de Escravos contratado!
qstr_Slave_Trader_fired!|Comerciante de Escravos demitido!
qstr_Recruiter_hired!|Recrutador contratado!
qstr_Recruiter_fired!|Recrutador demitido!
qstr_Smuggler_hired!|Contrabandista contratado!
qstr_Smuggler_fired!|Contrabandista demitido!
qstr_are_not_allowed_to_i|não estão permitidos para invadir.
qstr_are_set_to_invade_at|estão definidos para invadir em algum momento no futuro.
qstr_have_already_invaded|estão pronto para invadir.
qstr_The_Dark_Knights_wil|Os Cavaleiros Negros nunca irão invadir.
qstr_The_Dark_Knights_will|Os Cavaleiros Negros irão invadir em brave.
qstr_The_Dark_Knights_will_|Os cavaleiros Negros irão invadir em algum momeno no futuro.
qstr_This_is_an_example_o|Esse é um exemplo de cor púrpura.
qstr_This_is_an_example_of|Esse é um exemplo de cor marrom.
qstr_This_is_an_example_of_|Esse é um exemplo de cor violeta.
qstr_This_is_an_example_of_t|Esse é um exemplo de cor oliva.
qstr_This_is_an_example_of_th|Esse é um exemplo de cor vermelha.
qstr_This_is_an_example_of_the|Esse é um exemplo de cor branca.
qstr_The_game_won_t_displ|O jogo não mostra preto aqui. Mas preto é preto.
qstr_This_is_an_example_of_the_|Esse é um exemplo de cor verde.
qstr_This_is_an_example_of_the_c|Esse é um exemplo de cor azul.
qstr_This_is_an_example_of_the_co|Esse é um exemplo de cor amarelo.
qstr_This_is_an_example_of_the_col|Esse é um exemplo de cor Swadiana.
qstr_This_is_an_example_of_the_colo|Esse é um exemplo de cor Vaegir.
qstr_This_is_an_example_of_the_color|Esse é um exemplo de cor Khergita.
qstr_This_is_an_example_of_the_color_|Esse é um exemplo de cor Nórdica.
qstr_This_is_an_example_of_the_color_R|Esse é um exemplo de cor Rhodok.
qstr_This_is_an_example_of_the_color_S|Esse é um exemplo de cor Sarranide.
qstr_Your_{s1}_has_been_r|O item {s1} foi reparado pelo ferreiro.
qstr_You_do_not_have_enou|Você não possui  dinheiro o suficiente para reparar esse item {s1}.
qstr_{s2}^{s3}:_Wins_{reg|{s2}^{s3}: Vitórias {reg1} Derrotas {reg2}
qstr_{s4}^Total:_Wins_{re|{s4}^Total: Vitórias {reg3} Derrotas {reg4}
qstr_{s2}_of_{s3}_has_bee|{s2} do {s3} foi condenado a morte pelo {s4} do {s28}.
qstr_All_{s3}_lands_are_n|Todas as terras do {s3} agora não são governadas por mais ninguém e estão livres para serem tomadas.
qstr_{s1}_is_the_new_rule|{s1} é o novo governante de {s3}.
qstr_In_an_emergency_act_|Em um ato de emergência, os grandes lordes apontam {s1} ao trono e novo governante do {s3}.
qstr_As_last_member_of_{r|Era o último membro de sua casa. Agora que {reg0?ela:ele} se foi, todas as posses de {s2} agora não pertencem a ninguém.
qstr_{s0}_has_taken_owner|{s0} tomou posse de {s1}.
qstr_friend|amigo
qstr_With_great_grief_{s1|Com grande pesar, {s1} toma posse dos domínios de {s2} e jura vingar a morte {reg0?da sua:do seu} {s11}.
qstr_and_should_not_recei|e não deve receber honras enquanto isso
qstr_and_will_be_striped_|e será tomada a sua posse sobre {s29}
qstr_{s6}^^In_a_royal_not|{s6}^^Em um aviso real, {s1} declara que {s4} estava agindo de forma independente {s29}. No entanto, {s1} insiste que {reg0?ela:ele} não tolerará qualquer tipo de interferência e {s28} deve lidar com este assunto internamente.
qstr_{s6}^^In_a_royal_noti|{s6}^^Em um aviso real, {s4} declara que sua morte foi justificada. E não tolerará qualquer tipo de ameaça da família de {s2} ou associados.
qstr_^|^
qstr_{s3}^{s2}_is_under_s|{s3}^{s2} está sob cerco.
qstr_{s3}^{s2}_is_being_r|{s3}^{s2} está sendo saqueada.
qstr_{s3}^{s2}_has_been_l|{s3}^{s2} foi saqueada.
qstr_{s3}^{s2}_is_infeste|{s3}^{s2} está infestada de bandidos.
qstr_{s3}^Everything_is_s|{s3}^Tudo está seguro.^Tranquilo no mamilo do esquilo.
qstr_You_have_deserted_an|Você desertou, e agora é {reg63?um procurado:uma procurada}!
qstr_^You_are_currently_r|^Atualmente você ocupa a posição {reg21} entre {reg22} participantes.
qstr_^_{s27}_|^"{s27}
qstr_{s21}{s29}|{s21}{s29}
qstr_^{reg1}%_Difficulty|^{reg1}% Dificuldade
qstr_denars|denares
qstr_denar|denar
qstr_{reg32}_{s27}_that_y|{reg32} {s27} que você receberá caso obtenha {reg31} {s28} nesta rodada.
qstr_You_have_not_placed_|Você não fez uma aposta para esta rodada.
qstr_DEBUG__TPE_:_tpe_ran|DEBUG (TPE): tpe arranjo da classificação, espaço #{reg1} = {s1}
qstr_DEBUG__TPE_:_{s1}_pl|DEBUG (TPE): {s1} posto no espaço #{reg1} para o torneio.  TPE 1.3
qstr_DEBUG__TPE_:_{s1}_pla|DEBUG (TPE): {s1} posto no espaço #{reg1} para o torneio.  TPE 2.0
qstr_DEBUG__TPE_:_Discove|DEBUG (TPE): Tropa inválida descoberta.  Substituída por {s1} no espaço {reg0}.
qstr_DEBUG__TPE_:_Entry_#|DEBUG (TPE): Entrada #{reg2} / TIme #{reg1} = {s1}
qstr_Breaking_camp...|Levantando o acampamento...
qstr_You_have_broken_off_|Você quebrou seu cerco de {s1}.
qstr_You_cannot_maintain_|Você não pode mantero cerco de {s1} dessa distância. É arriscado quebrar suas linhas.
qstr__Camp_defenses_have_| Defesas do acampamento foram completadas.
qstr_1|1
qstr_You_gain_{reg0}_dena|Você ganhou {reg0} denares mendigando. Você perdeu {s2} de honra e {s3} de renome
qstr_You_keep_working_har|Você continua o trabalho duro na aldeia...
qstr_Your_hard_village_wo|Seu trabalho duro termina.
qstr_You_have_broken_off_y|Você quebrou a pilhagem de {s1}.
qstr_{reg0}.{reg1}|{reg0}.{reg1}
qstr_PBOD_Updated_to_vers|PBOD Atualizado para a versão 0.{s1}
qstr_{s5}_has_decided_to_|{s5} decidiu conceder {s4} para outro senhor do {s7}.
qstr_A_livestock_epidemic|Uma epidemia matou {reg4} gados em {s4}.
qstr_Riot_in_{s6}!|Revolta em {s6}!
qstr_Your_party_is_spotte|Seu exército foi avistado de {s1}.
qstr_Party_has_nothing_to|As tropas não tem nada para comer!
qstr_{reg1}_{s1}_{reg2?ha|{reg1} {s1} {reg2?escapou:escaparam} de seu exército durante a noite.
qstr_{s1}_of_{s3}_has_bee|O {s1} do {s3} foi posto em liberdade.
qstr_Building_of_{s0}_in_|A construção de {s0} em {s4} foi finalizada.
qstr_{s1}_has_won_the_tou|{s1} ganhou o torneio em {s2}.
qstr_{s1}_is_no_longer_in|{s1} não está mais infestado de bandidos (pela noite).
qstr_You_are_within_the_w|Você está dentro dos muros de uma membro afiliado à família, e não precisa pagar por acomodações.
qstr_You_pay_for_accommod|Você paga pelo alojamento.
qstr_Betrothal_to_{s5}_ex|O compromisso com {s5} termina.
qstr_Your|Você
qstr_{s1}_s|{s1}
qstr__{s4}_tactics_skill_| {s4} aumentou sua habilidade de tática em 1.
qstr__{s4}_persuasion_ski| {s4} aumentou sua habilidade de persuasão em 1.
qstr__{s4}_leadership_ski| {s4} aumentou sua habilidade de liderança em 1.
qstr__{s4}_prisoner_manag| {s4} aumentou sua habilidade de gestão de prisioneiros em 1.
qstr__{s4}_intelligence_h| {s4} aumentou sua inteligência em 1.
qstr__{s4}_trade_skill_ha| {s4} aumentou sua habilidade de barganha em 1.
qstr__{s4}_weapon_master_| {s4} aumentou sua habilidade de maestria em armas em 1.
qstr__{s4}_engineer_skill| {s4} aumentou sua habilidade de engenharia em 1.
qstr__{s4}_inventory_mana| {s4} aumentou sua habilidade de administração do inventário em 1.
qstr__{s4}_looting_skill_| {s4} aumentou sua habilidade de pilhagem em 1.
qstr__{s4}_charisma_has_i| {s4} aumentou seu carisma em 1.
qstr_{s1}_have_finished_r|{s1} terminou de ler {s2}.{s3}
qstr_You_have_finished_re|Você terminou de ler {s1}.{s2}
qstr_Book_Read|Ler livro
qstr_School_improved_the_|Escola melhorou a relação com sua(s) aldeia(s).
qstr_{s1}_is_scouted.|Você localizou {s1}.
qstr_{s1}_has_switched_fr|{s1} mudou de {s2} para {s3}.
qstr_Your_recruiter_who_wa|Seu recrutador encarregado de recrutar {reg10} recrutas para {s13} foi derrotado!
qstr_{s13}_has_been_taken|{s13} foi tomada pelo inimigo e o seu recrutador encarregado de recrutar {reg10} recrutas desapareceu sem deixar rastros!
qstr_ERROR_IN_THE_RECRUIT|ERROR IN THE RECRUITER KIT SIMPLE TRIGGERS!
qstr_A_recruiter_has_brou|Um recrutador trouxe {reg10} recrutas para {s13}.
qstr_Distance_between_{s1|Distância entre {s14} e {s15}: {reg0}
qstr_Your_caravan_has_bro|Sua caravana trouxe {s12} para {s13}.
qstr_{s13}_is_unimpressed|{s13} não se impressionou com o seu insignificante presente.
qstr_The_people_of_{s13}_|O povo de {s13} não se impressionou com o seu insignificante presente.
qstr_Your_caravan_has_los|Sua caravana se perdeu e por isso desistiu de sua missão!
qstr_Transfer_to_{s6}|Transferir para {s6}
qstr_{s6}_patrol|{s6} patrulha
qstr_Your_messenger_reach|Sua mensagem alcançou {s13}.
qstr_{s14}|{s14}
qstr_Your_messenger_has_l|Seu mensageiro se perdeu e por isso desistiu de sua missão!
qstr_Not_enough_money_in_|Não há dinheiro suficiente no tesouro para promover as tropas.
qstr_Your_constable_upgra|Seu comissário promoveu {reg5} {s6} para {s7} em {s8}
qstr_Your_soldiers_patrolli|Seus soldados patrulhando {s6} debandaram pois você não pode pagar seus salários!
qstr_It_is_rumoured_that_|Há um rumor de que um espião foi pego em {s11}.
qstr_{s0}_is_grumbling_ag|{s0} está conspirando contra você. Sua associação pode ser comprometida se isso continuar.
qstr_{s0}_is_grumbling_aga|{s0} está conspirando contra você, mas com o apoio de {s1} você permanece associado, por enquanto.
qstr_Your_last_fief_was_c|Seu último feudo foi capturado e você perdeu {reg0}/{reg1} do seu tesouro.
qstr_You_have_a_bad_feeli|Você tem um mau pressentimento sobre seu barco {s1}.
qstr_You_missed_the_deadl|Você perdeu o prazo para para pagar suas dívidas em {s1}. Eles agora aumentaram os juros para 50%.
qstr_Your_debt_in_{s1}_is|Sua dívida em {s1} é agora tão alta que o Rei em pessoa soube da notícia. Ele congelou a dívida, mas desaprova completamente a situação.
qstr_{s2}_has_declared_wa|{s2} declarou guerra contra {s1}.
qstr_{s2}_has_declared_war|{s2} declarou guerra contra {s3}.
qstr_Queen_Larktin|Rainha Larktin
qstr_Lord_Purin|Lorde Purin
qstr_Lord_Grife|Lorde Grife
qstr_Lord_Tantius|Lorde Tantius
qstr_Lord_Gracius|Lorde Gracius
qstr_Lord_Dionisius|Lorde Dionisius
qstr_Lord_Chrysogon|Lorde Chrysogon
qstr_Lord_Basyle|Lorde Basyle
qstr_Lord_Paugard|Lorde Paugard
qstr_Lord_Hardawk|Lorde Hardawk
qstr_Lord_Americus|Lorde Americus
qstr_Lord_Philcox|Lorde Philcox
qstr_Lord_Georgus|Lorde Georgus
qstr_Lord_Cyriack|Lorde Cyriack
qstr_Lord_Sanders|Lorde Sanders
qstr_Lord_Alistair|Lorde Alistair
qstr_Lord_Hector|Lorde Hector
qstr_Lord_Jeffroy|Lorde Jeffroy
qstr_Lord_Ancelot|Lorde Ancelot
qstr_Lord_Elshender|Lorde Elshender
qstr_Lord_Rawkin|Lorde Rawkin
qstr_The_leaders_of_Calra|Os líderes de Calradia perceberam a ameaça que os {s1} representam e declararam guerra por unanimidade contra eles.
qstr_Merchants_guild_add_|Guilda dos Mercadores aumentou a prosperidade da(s) sua(s) cidade(s).
qstr_University_improved_|Universidade aumentou o seu renome e a relação com sua(s) cidade(s).
qstr_Your_party_is_very_e|Suas tropas estão muito exaustas, você precisa descansar urgentemente.
qstr_Your_party_is_exhaus|Suas tropas estão exaustas, você deveria descansar.
qstr_Your_party_is_very_ex|Suas tropas estão muito exaustas, você é forçado a acampar por algumas horas.
qstr_A_messenger_informs_|Um mensageiro lhe informa que ouve um incêndio em {s37}. Está sob controle agora, mas pode demorar um pouco até que o dano seja reparado.
qstr_Fire_in_one_of_your_|Fogo em um dos seus feudos:
qstr_The_village_of_{s37}|A aldeia de {s37} recentemente teve uma grande colheita e os moradores locais fizerão boas vendas. A prosperidade deles foi melhorada!
qstr_Good_Harvest:|Boa Colheita:
qstr_The_merchant_caravan|As caravanas mercantes de {s37} fizeram um comércio muito lucrativo recentemente. A prosperidade de {s37} se beneficiou significativamente com isso!
qstr_Good_Trading:|Bom Comércio:
qstr_A_famous_piece_of_ar|Uma famosa peça de arte, que há muito foi perdida, foi encontrada nos arredores de {s37}! Ela atualmente se encontra em exposição em {s37} e as pessoas estão vindo de toda Calradia para vê-la. Os mercadores estão lucrando muito com esse aumento de visitantes.
qstr_Lost_art_found:|Arte perdida encontrada:
qstr_A_messenger_informs_y|Um mensageiro informa que houve um surto de uma doença desconhecida em {s37}. Um médico foi enviado, mas não conseguiu encontrar uma cura. Tudo o que ele podia fazer era conter a praga, separando os saudáveis dos enfermos. A quarentena foi bem-sucedida, mas a confiança da população de {s37} em você foi prejudicada.
qstr_Disease_contained:|Doença contida:
qstr_A_messenger_informs_yo|Um mensageiro informa que houve uma praga em {s37}. Felizmente, só tirou algumas vidas, porque seu tesoureiro chamou um médico e um padre. Seus esforços conjuntos rapidamente puseram fim à crise. O povo de {s37} está grato e sua confiança em você melhorou!
qstr_Disease_averted:|Doença evitada:
qstr_{s5}_was_accidentall|{s5} sofreu um acidente durante a rotina de treinamento de hoje. As feridas não são graves, mas pode levar algum tempo para {s5} voltar à sua boa forma.
qstr_Training_accident:|Acidente de treinamento:
qstr_During_today_s_train|Durante o treinamento de hoje, você se feriu em um acidente. Embora as feridas não sejam graves, pode levar algum tempo para se recuperar completamente.
qstr_Today_is_your_lucky_|Hoje é seu dia de sorte! Você precisava de um pouco de privacidade e foi para o mato. Enquanto se aliviava, você notou que alguém, provavelmente com pressa, escondeu um tesouro por perto. Dentro da velha bolsa suja havia 500 denares.
qstr_The_Alchemist:|O Alquimista:
qstr_During_a_short_but_w|Durante um breve, mas merecido descanso, você notou algo brilhante no chão. Depois de dar uma olhada mais de perto, pensando que aquele poderia ser seu dia de sorte, você descobriu apenas um pequeno pedaço de lixo metálico caído na grama. Infelizmente, totalmente inútil. Isso pode ser um mau sinal.
qstr_It_s_not_gold_all_th|Nem tudo que brilha é ouro!:
qstr_Today_after_stumblin|Hoje, depois de tropeçar em uma pedra, você se feriu levemente. Como você estava focad{o/a} em seus ferimentos, não percebeu que deixou cair uma pequena bolsa de denares. DEBUG MESSAGE: Necessita de edição
qstr_Today_after_stumbling|Hoje, depois de tropeçar em uma pedra, você se feriu levemente. Como você estava focad{o/a} em seus ferimentos, não percebeu que deixou cair uma pequena bolsa de denares.
qstr_Minor_accident:|Pequeno acidente:
qstr_array_GC|matriz GC
qstr_array_GC:_owner_acti|matriz GC: proprietário ativo, uma matriz ou é 0
qstr_array_GC:_removing_{|matriz GC: removendo {reg21}
qstr_DEBUG__Quest_Pack_1_|DEBUG (Pacote de Missão 1): {s31} está celebrando um torneio que se encerra em {reg31} dias.
qstr_{s21}_is_insulted_by|{s21} se ofendeu por você ter recusado o convite.
qstr_The_tournament_in_{s|O torneio em {s31} foi encerrado.
qstr_Quest_ended_due_to_{|Missão finalizada em razão de {s31} se tornar hostil.
qstr_A_Messenger_Arrives|Uma Mensagem Chega
qstr_Rumor_of_the_Road|Boatos da Estrada
qstr_List_of_Active_Tourn|Lista de Torneios Ativos
qstr_{s31}_has_a_tourname|{s31} está celebrando um torneio que se encerra em {reg31} dias.
qstr_Checking_rejoin_of_{|Checking rejoin of {s10} days on mission: {reg0}
qstr_The_released_prisone|Os prisioneiros libertos não são confiáveis e se preparam para atacar você!
qstr_Warning!|Atenção!
qstr_The_released_prisoner|Os prisioneiros libertos se espalham assim que a batalha termina. Você não vê nenhum deles novamente.
qstr_The_released_prisoners|Os prisioneiros libertos permanecem leais e se juntam ao seu grupo.
qstr_You_have_5_days_rema|Você tem 5 dias restantes para retornar ao exército do {s13} antes que seja {reg63?declarado desertor:declarada desertora}.
qstr_You_have_{reg0}_days_|Você tem {reg0} dias restantes antes de ser {reg63?declarado desertor:declarada desertora}!
qstr_You_must_check_in_wi|Você deve se apresentar imediatamente ao seu comandante, o {s13}, ou será {reg63?declarado desertor:declarada desertora}!
qstr_{reg65?my_Lady:my_Lo|{reg65?milady:milorde}
qstr_{reg65?My_Lady:My_Lo|{reg65?Milady:Milorde}
qstr_{reg65?madame:sir}|{reg65?senhora:senhor}
qstr_{reg65?Madame:Sir}|{reg65?Senhora:Senhor}
qstr__no_fiefs_|(sem feudos)
qstr__fiefs:_{s0}_|(feudos: {s0})
qstr_Ironflesh_|Pele de Ferro, 
qstr_Athletics_|Atletismo, 
qstr_Power_Strike_|Potência de Golpe, 
qstr_Power_Draw_|Potência de Tensionamento, 
qstr_Power_Throw_|Potência de Arremesso, 
qstr_Shield_|Maestria em Escudos, 
qstr_Weapon_Master_|Maestria em Armas, 
qstr_Riding_|Montaria, 
qstr_Horse_Archery_|Arquearia Montada, 
qstr_One_handed_weapons_|Armas de Uma Mão, 
qstr_Two_handed_weapons_|Armas de Duas Mãos, 
